rgb_path,annotations_path,type,accident_time,accident_frame,center_x,center_y,x1,y1,x2,y2,map,weather,camera_position,no_frames,duration,height,width,annotations_start_offset
videos/head-on/Town03_head-on_clear_01_aug2.mp4,video_annotations/Town03_head-on_clear_01.json.gz,head-on,3.1,62,0.5677083333333334,0.3064814814814814,0.5239583333333333,0.2444444444444444,0.6114583333333333,0.3685185185185185,Town03,clear,1,323,16.15,1080,1920,76
videos/head-on/Town03_head-on_clear_04_aug2.mp4,video_annotations/Town03_head-on_clear_04.json.gz,head-on,4.0,80,0.5356770833333333,0.4962962962962963,0.5182291666666666,0.412962962962963,0.553125,0.5796296296296296,Town03,clear,4,447,22.35,1080,1920,60
videos/head-on/Town03_head-on_clear_06_aug2.mp4,video_annotations/Town03_head-on_clear_06.json.gz,head-on,3.65,73,0.2955729166666667,0.4875,0.2229166666666666,0.4101851851851852,0.3682291666666666,0.5648148148148148,Town03,clear,6,287,14.35,1080,1920,27
videos/head-on/Town03_head-on_clear_09_aug2.mp4,video_annotations/Town03_head-on_clear_09.json.gz,head-on,2.05,41,0.3705729166666666,0.9,0.2833333333333333,0.8009259259259259,0.4578125,0.999074074074074,Town03,clear,9,294,14.7,1080,1920,71
videos/head-on/Town03_head-on_clear_11_aug2.mp4,video_annotations/Town03_head-on_clear_11.json.gz,head-on,3.55,71,0.54921875,0.6509259259259259,0.5151041666666667,0.4824074074074074,0.5833333333333334,0.8194444444444444,Town03,clear,11,431,21.55,1080,1920,49
videos/head-on/Town03_head-on_clear_13_aug2.mp4,video_annotations/Town03_head-on_clear_13.json.gz,head-on,4.4,88,0.6802083333333333,0.850925925925926,0.6098958333333333,0.7268518518518519,0.7505208333333333,0.975,Town03,clear,13,342,17.1,1080,1920,52
videos/head-on/Town03_head-on_clear_15_aug2.mp4,video_annotations/Town03_head-on_clear_15.json.gz,head-on,3.5,70,0.5854166666666667,0.5680555555555555,0.53125,0.5342592592592592,0.6395833333333333,0.6018518518518519,Town03,clear,15,453,22.65,1080,1920,41
videos/head-on/Town03_head-on_clear_17_aug2.mp4,video_annotations/Town03_head-on_clear_17.json.gz,head-on,2.85,57,0.56953125,0.5652777777777778,0.525,0.4935185185185185,0.6140625,0.6370370370370371,Town03,clear,17,388,19.4,1080,1920,81
videos/head-on/Town03_head-on_clear_20_aug2.mp4,video_annotations/Town03_head-on_clear_20.json.gz,head-on,4.7,94,0.3341145833333333,0.4717592592592592,0.2989583333333333,0.437037037037037,0.3692708333333333,0.5064814814814815,Town03,clear,20,416,20.8,1080,1920,25
videos/head-on/Town03_head-on_clear_22_aug2.mp4,video_annotations/Town03_head-on_clear_22.json.gz,head-on,4.55,91,0.25078125,0.538425925925926,0.1765625,0.4953703703703703,0.325,0.5814814814814815,Town03,clear,22,430,21.5,1080,1920,27
videos/head-on/Town03_head-on_clear_24_aug2.mp4,video_annotations/Town03_head-on_clear_24.json.gz,head-on,5.6,112,0.4557291666666667,0.6851851851851852,0.3552083333333333,0.5768518518518518,0.55625,0.7935185185185185,Town03,clear,24,410,20.5,1080,1920,27
videos/head-on/Town03_head-on_clear_26_aug2.mp4,video_annotations/Town03_head-on_clear_26.json.gz,head-on,3.9,78,0.57421875,0.4916666666666666,0.5484375,0.3759259259259259,0.6,0.6074074074074074,Town03,clear,26,377,18.85,1080,1920,62
videos/head-on/Town03_head-on_clear_28_aug2.mp4,video_annotations/Town03_head-on_clear_28.json.gz,head-on,6.3,126,0.6536458333333334,0.325,0.5828125,0.2777777777777778,0.7244791666666667,0.3722222222222222,Town03,clear,28,452,22.6,1080,1920,38
videos/head-on/Town03_head-on_clear_30_aug2.mp4,video_annotations/Town03_head-on_clear_30.json.gz,head-on,2.8,56,0.62109375,0.6027777777777777,0.5697916666666667,0.5657407407407408,0.6723958333333333,0.6398148148148148,Town03,clear,30,290,14.5,1080,1920,55
videos/head-on/Town03_head-on_clear_32_aug2.mp4,video_annotations/Town03_head-on_clear_32.json.gz,head-on,2.65,53,0.5625,0.3833333333333333,0.5364583333333334,0.3083333333333333,0.5885416666666666,0.4583333333333333,Town03,clear,32,359,17.95,1080,1920,57
videos/head-on/Town03_head-on_clear_34_aug2.mp4,video_annotations/Town03_head-on_clear_34.json.gz,head-on,3.3,66,0.5515625,0.2634259259259259,0.5234375,0.2148148148148148,0.5796875,0.312037037037037,Town03,clear,34,453,22.65,1080,1920,46
videos/head-on/Town03_head-on_clear_37_aug2.mp4,video_annotations/Town03_head-on_clear_37.json.gz,head-on,6.3,126,0.5041666666666667,0.3541666666666667,0.4036458333333333,0.287962962962963,0.6046875,0.4203703703703704,Town03,clear,37,458,22.9,1080,1920,51
videos/head-on/Town03_head-on_clear_39_aug2.mp4,video_annotations/Town03_head-on_clear_39.json.gz,head-on,2.45,49,0.4846354166666666,0.5615740740740741,0.4619791666666666,0.4648148148148148,0.5072916666666667,0.6583333333333333,Town03,clear,39,415,20.75,1080,1920,60
videos/head-on/Town03_head-on_clear_41_aug2.mp4,video_annotations/Town03_head-on_clear_41.json.gz,head-on,3.15,63,0.6114583333333333,0.2541666666666666,0.5598958333333334,0.2305555555555555,0.6630208333333333,0.2777777777777778,Town03,clear,41,353,17.65,1080,1920,46
videos/head-on/Town03_head-on_clear_44_aug2.mp4,video_annotations/Town03_head-on_clear_44.json.gz,head-on,6.6,132,0.3604166666666666,0.4939814814814814,0.3244791666666666,0.4611111111111111,0.3963541666666667,0.5268518518518519,Town03,clear,44,363,18.15,1080,1920,30
videos/head-on/Town03_head-on_clear_48_aug2.mp4,video_annotations/Town03_head-on_clear_48.json.gz,head-on,5.75,115,0.3828125,0.5787037037037037,0.328125,0.4740740740740741,0.4375,0.6833333333333333,Town03,clear,48,414,20.7,1080,1920,48
videos/head-on/Town03_head-on_clear_50_aug2.mp4,video_annotations/Town03_head-on_clear_50.json.gz,head-on,2.95,59,0.65625,0.7856481481481481,0.5625,0.687037037037037,0.75,0.8842592592592593,Town03,clear,50,350,17.5,1080,1920,51
videos/head-on/Town03_head-on_night_00_aug2.mp4,video_annotations/Town03_head-on_night_00.json.gz,head-on,4.7,94,0.6635416666666667,0.2296296296296296,0.5505208333333333,0.1407407407407407,0.7765625,0.3185185185185185,Town03,night,0,425,21.25,1080,1920,44
videos/head-on/Town03_head-on_night_03_aug2.mp4,video_annotations/Town03_head-on_night_03.json.gz,head-on,4.45,89,0.4216145833333333,0.0902777777777777,0.4005208333333333,0.0,0.4427083333333333,0.1805555555555555,Town03,night,3,451,22.55,1080,1920,21
videos/head-on/Town03_head-on_night_07_aug2.mp4,video_annotations/Town03_head-on_night_07.json.gz,head-on,3.5,70,0.3458333333333333,0.4407407407407407,0.2630208333333333,0.3574074074074074,0.4286458333333333,0.524074074074074,Town03,night,7,419,20.95,1080,1920,47
videos/head-on/Town03_head-on_night_09_aug2.mp4,video_annotations/Town03_head-on_night_09.json.gz,head-on,3.2,64,0.3565104166666666,0.899074074074074,0.2661458333333333,0.799074074074074,0.446875,0.999074074074074,Town03,night,9,377,18.85,1080,1920,56
videos/head-on/Town03_head-on_night_11_aug2.mp4,video_annotations/Town03_head-on_night_11.json.gz,head-on,3.15,63,0.5434895833333333,0.6949074074074074,0.5140625,0.5046296296296297,0.5729166666666666,0.8851851851851852,Town03,night,11,287,14.35,1080,1920,52
videos/head-on/Town03_head-on_night_13_aug2.mp4,video_annotations/Town03_head-on_night_13.json.gz,head-on,3.65,73,0.6609375,0.8125,0.5838541666666667,0.6944444444444444,0.7380208333333333,0.9305555555555556,Town03,night,13,322,16.1,1080,1920,42
videos/head-on/Town03_head-on_night_15_aug2.mp4,video_annotations/Town03_head-on_night_15.json.gz,head-on,3.5,70,0.5979166666666667,0.6208333333333333,0.54375,0.5851851851851851,0.6520833333333333,0.6564814814814814,Town03,night,15,371,18.55,1080,1920,43
videos/head-on/Town03_head-on_night_17_aug2.mp4,video_annotations/Town03_head-on_night_17.json.gz,head-on,3.1,62,0.5721354166666667,0.5634259259259259,0.5270833333333333,0.5009259259259259,0.6171875,0.6259259259259259,Town03,night,17,343,17.15,1080,1920,47
videos/head-on/Town03_head-on_night_19_aug2.mp4,video_annotations/Town03_head-on_night_19.json.gz,head-on,2.8,56,0.3447916666666666,0.1273148148148148,0.3213541666666666,0.0518518518518518,0.3682291666666666,0.2027777777777777,Town03,night,19,344,17.2,1080,1920,63
videos/head-on/Town03_head-on_night_22_aug2.mp4,video_annotations/Town03_head-on_night_22.json.gz,head-on,2.6,52,0.2359375,0.5712962962962963,0.1510416666666666,0.5277777777777778,0.3208333333333333,0.6148148148148148,Town03,night,22,401,20.05,1080,1920,68
videos/head-on/Town03_head-on_night_24_aug2.mp4,video_annotations/Town03_head-on_night_24.json.gz,head-on,4.7,94,0.4645833333333333,0.7555555555555555,0.3635416666666666,0.649074074074074,0.565625,0.862037037037037,Town03,night,24,425,21.25,1080,1920,26
videos/head-on/Town03_head-on_night_26_aug2.mp4,video_annotations/Town03_head-on_night_26.json.gz,head-on,2.6,52,0.5830729166666667,0.5375,0.5541666666666667,0.4055555555555555,0.6119791666666666,0.6694444444444444,Town03,night,26,284,14.2,1080,1920,61
videos/head-on/Town03_head-on_night_28_aug2.mp4,video_annotations/Town03_head-on_night_28.json.gz,head-on,3.55,71,0.6184895833333334,0.3787037037037037,0.534375,0.3305555555555555,0.7026041666666667,0.4268518518518518,Town03,night,28,428,21.4,1080,1920,38
videos/head-on/Town03_head-on_night_30_aug2.mp4,video_annotations/Town03_head-on_night_30.json.gz,head-on,2.1,42,0.6458333333333334,0.5930555555555556,0.5911458333333334,0.5481481481481482,0.7005208333333334,0.637962962962963,Town03,night,30,472,23.6,1080,1920,68
videos/head-on/Town03_head-on_night_32_aug2.mp4,video_annotations/Town03_head-on_night_32.json.gz,head-on,3.45,69,0.52890625,0.4050925925925926,0.5114583333333333,0.3611111111111111,0.5463541666666667,0.449074074074074,Town03,night,32,436,21.8,1080,1920,52
videos/head-on/Town03_head-on_night_34_aug2.mp4,video_annotations/Town03_head-on_night_34.json.gz,head-on,3.25,65,0.55234375,0.2273148148148148,0.5229166666666667,0.1768518518518518,0.5817708333333333,0.2777777777777778,Town03,night,34,348,17.4,1080,1920,47
videos/head-on/Town03_head-on_night_37_aug2.mp4,video_annotations/Town03_head-on_night_37.json.gz,head-on,7.1,142,0.4981770833333333,0.3689814814814814,0.4265625,0.3064814814814814,0.5697916666666667,0.4314814814814814,Town03,night,37,409,20.45,1080,1920,40
videos/head-on/Town03_head-on_night_39_aug2.mp4,video_annotations/Town03_head-on_night_39.json.gz,head-on,3.15,63,0.5174479166666667,0.5407407407407407,0.4963541666666666,0.4444444444444444,0.5385416666666667,0.6370370370370371,Town03,night,39,361,18.05,1080,1920,46
videos/head-on/Town03_head-on_night_41_aug2.mp4,video_annotations/Town03_head-on_night_41.json.gz,head-on,2.0,40,0.6005208333333333,0.261574074074074,0.5286458333333334,0.2138888888888888,0.6723958333333333,0.3092592592592592,Town03,night,41,377,18.85,1080,1920,59
videos/head-on/Town03_head-on_night_44_aug2.mp4,video_annotations/Town03_head-on_night_44.json.gz,head-on,3.05,61,0.378125,0.5060185185185185,0.3494791666666667,0.4453703703703703,0.4067708333333333,0.5666666666666667,Town03,night,44,415,20.75,1080,1920,57
videos/head-on/Town03_head-on_night_47_aug2.mp4,video_annotations/Town03_head-on_night_47.json.gz,head-on,3.05,61,0.403125,0.5592592592592592,0.2984375,0.4916666666666666,0.5078125,0.6268518518518519,Town03,night,47,451,22.55,1080,1920,48
videos/head-on/Town03_head-on_night_50_aug2.mp4,video_annotations/Town03_head-on_night_50.json.gz,head-on,2.55,51,0.7052083333333333,0.7273148148148149,0.6255208333333333,0.6342592592592593,0.7848958333333333,0.8203703703703704,Town03,night,50,450,22.5,1080,1920,62
videos/head-on/Town03_head-on_rain_00_aug2.mp4,video_annotations/Town03_head-on_rain_00.json.gz,head-on,4.75,95,0.621875,0.2476851851851851,0.53125,0.1527777777777778,0.7125,0.3425925925925926,Town03,rain,0,392,19.6,1080,1920,86
videos/head-on/Town03_head-on_rain_03_aug2.mp4,video_annotations/Town03_head-on_rain_03.json.gz,head-on,4.2,84,0.4393229166666667,0.0953703703703703,0.4171875,0.0,0.4614583333333333,0.1907407407407407,Town03,rain,3,290,14.5,1080,1920,26
videos/head-on/Town03_head-on_rain_05_aug2.mp4,video_annotations/Town03_head-on_rain_05.json.gz,head-on,2.5,50,0.3776041666666667,0.2518518518518518,0.3385416666666667,0.1805555555555555,0.4166666666666667,0.3231481481481481,Town03,rain,5,405,20.25,1080,1920,50
videos/head-on/Town03_head-on_rain_09_aug2.mp4,video_annotations/Town03_head-on_rain_09.json.gz,head-on,3.9,78,0.3583333333333333,0.8791666666666667,0.2489583333333333,0.7592592592592593,0.4677083333333333,0.999074074074074,Town03,rain,9,381,19.05,1080,1920,42
videos/head-on/Town03_head-on_rain_13_aug2.mp4,video_annotations/Town03_head-on_rain_13.json.gz,head-on,2.95,59,0.68828125,0.8064814814814815,0.6208333333333333,0.687962962962963,0.7557291666666667,0.925,Town03,rain,13,360,18.0,1080,1920,50
videos/head-on/Town03_head-on_rain_15_aug2.mp4,video_annotations/Town03_head-on_rain_15.json.gz,head-on,3.7,74,0.5947916666666667,0.5888888888888889,0.5151041666666667,0.5287037037037037,0.6744791666666666,0.649074074074074,Town03,rain,15,442,22.1,1080,1920,44
videos/head-on/Town03_head-on_rain_17_aug2.mp4,video_annotations/Town03_head-on_rain_17.json.gz,head-on,2.95,59,0.5848958333333333,0.5685185185185185,0.5385416666666667,0.5092592592592593,0.63125,0.6277777777777778,Town03,rain,17,264,13.2,1080,1920,59
videos/head-on/Town03_head-on_rain_19_aug2.mp4,video_annotations/Town03_head-on_rain_19.json.gz,head-on,4.3,86,0.3463541666666667,0.1134259259259259,0.3223958333333333,0.0333333333333333,0.3703125,0.1935185185185185,Town03,rain,19,310,15.5,1080,1920,25
videos/head-on/Town03_head-on_rain_21_aug2.mp4,video_annotations/Town03_head-on_rain_21.json.gz,head-on,4.55,91,0.30390625,0.4666666666666667,0.2458333333333333,0.4166666666666667,0.3619791666666667,0.5166666666666667,Town03,rain,21,410,20.5,1080,1920,22
videos/head-on/Town03_head-on_rain_25_aug2.mp4,video_annotations/Town03_head-on_rain_25.json.gz,head-on,3.0,60,0.3942708333333333,0.8337962962962963,0.3510416666666666,0.6861111111111111,0.4375,0.9814814814814816,Town03,rain,25,359,17.95,1080,1920,52
videos/head-on/Town03_head-on_rain_27_aug2.mp4,video_annotations/Town03_head-on_rain_27.json.gz,head-on,4.0,80,0.5302083333333333,0.6467592592592593,0.478125,0.5444444444444444,0.5822916666666667,0.7490740740740741,Town03,rain,27,335,16.75,1080,1920,35
videos/head-on/Town03_head-on_rain_29_aug2.mp4,video_annotations/Town03_head-on_rain_29.json.gz,head-on,3.9,78,0.70390625,0.4819444444444444,0.6453125,0.449074074074074,0.7625,0.5148148148148148,Town03,rain,29,349,17.45,1080,1920,22
videos/head-on/Town03_head-on_rain_31_aug2.mp4,video_annotations/Town03_head-on_rain_31.json.gz,head-on,3.25,65,0.4916666666666666,0.524074074074074,0.4578125,0.4722222222222222,0.5255208333333333,0.575925925925926,Town03,rain,31,281,14.05,1080,1920,44
videos/head-on/Town03_head-on_rain_34_aug2.mp4,video_annotations/Town03_head-on_rain_34.json.gz,head-on,2.9,58,0.56484375,0.2523148148148148,0.5369791666666667,0.1935185185185185,0.5927083333333333,0.3111111111111111,Town03,rain,34,193,9.65,1080,1920,50
